Date,Open,High,Low,Close,Adj Close,Volume
2015-02-09,96.5800018311,96.9100036621,95.5899963379,95.9700012207,66.9464492798,4217100
2015-02-10,96.7300033569,98.0999984741,96.3799972534,97.9899978638,68.3555374146,6797400
2015-02-11,100.0500030518,100.7600021362,99.1999969482,100.4000015259,70.0367279053,9736400
2015-02-12,100.0500030518,100.5000000000,99.3799972534,100.2699966431,69.9460220337,9062300
2015-02-13,100.1500015259,100.1500015259,98.9400024414,99.1299972534,69.1508102417,5643000
2015-02-17,98.4499969482,98.7099990845,98.0000000000,98.3600006104,68.6136627197,5877800
2015-02-18,98.2399978638,99.4899978638,98.1600036621,99.3300018311,69.2902908325,3472500
2015-02-19,99.3000030518,99.5999984741,98.5299987793,98.7200012207,68.8647766113,4186300
2015-02-20,98.2200012207,99.0699996948,97.8300018311,99.0599975586,69.1019592285,3945500
2015-02-23,99.1600036621,99.4800033569,98.7399978638,99.4499969482,69.3740158081,3075700
2015-02-24,99.4499969482,99.9700012207,99.1399993896,99.5800018311,69.4646911621,3389900
2015-02-25,99.6800003052,99.8199996948,98.9100036621,99.5000000000,69.4088821411,3366100
2015-02-26,99.1500015259,99.3600006104,98.9800033569,99.0699996948,69.1089248657,5722000
2015-02-27,99.2200012207,99.3700027466,98.9700012207,98.9800033569,69.0461425781,6461700
2015-03-02,98.9800033569,99.3000030518,98.7300033569,99.0000000000,69.0600891113,3613600
2015-03-03,98.8199996948,98.9499969482,98.1200027466,98.4000015259,68.6415557861,4148100
2015-03-04,97.7200012207,97.8499984741,97.1200027466,97.3600006104,68.3711853027,3884200
2015-03-05,97.6999969482,97.8300018311,97.2099990845,97.2300033569,68.2799072266,3537200
2015-03-06,97.0000000000,97.1500015259,95.9400024414,96.1699981689,67.5354843140,6466100
2015-03-09,96.0000000000,96.5000000000,95.9700012207,96.0400009155,67.4442214966,4810500
2015-03-10,95.3799972534,95.5999984741,94.4300003052,94.4300003052,66.3136062622,5390300
2015-03-11,94.4599990845,94.6299972534,93.4499969482,93.6299972534,65.7518005371,4637300
2015-03-12,93.9599990845,95.7600021362,93.8399963379,95.7099990845,67.2124557495,4455000
2015-03-13,94.8899993896,95.5899963379,93.9400024414,94.3199996948,66.2363510132,4703800
